ACRNM__C,ABBREVIATION__C,BILLINGCITY,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,BILLINGSTREET,ID,INSTITUTION_SUB_TYPE__C,INSTITUTION_TYPE__C,NAME,OPPORTUNITIES__C,PHONE,PUBLIC_PRIVATE_SECTOR__C,RELATIONSHIP_WITH_THE_BANK__C,TYPE,WEBSITE
,SS IFD,La Paz,Bolivia,,La Paz,"Calle Pedro Salazar N°509, zona Sopocachi",0011I00000xpw3WQAQ,,,Sembrar Sartawi IFD,0,59122419252,,,,www.sembrarsartawi.org
,CAINCO,Santa Cruz de la Sierra,Bolivia,,Santa Cruz,7 Las Americas (6),0011I00000xpxgOQAQ,,,"Cámara de Industria, Comercio, Servicios y Turismo de Santa Cruz",0,59133334555,,,,www.cainco.org.bo
,,Bogota,Colombia,,Cundinamarca,Calle 31 No -6-87 Piso 19,0011I00000xqoNkQAI,,,Bancolombia,0,,,,,
,GIZ México,Ciudad de México,Mexico,3100,Federal District,826 Insurgentes Sur,0011I00000xqpmCQAQ,,International Organization / Program,Cooperación Alemana al Desarrollo Sustentable en México,0,+52 55 5536 2344,Public Sector,,,https://www.giz.de/en/worldwide/33041.html
,DGAE,Ciudad de México,Mexico,1020,Federal District,1735 Avenida Insurgentes Sur,0011I00000xrGpNQAU,,External Auditors,Dirección General de Auditorias Externas,0,52 55 2000 3000,Public Sector,Alliance,,https://www.gob.mx/sfp/documentos/auditorias-externas-de-la-apf
,CKC,Las Condes,Chile,,Región Metropolitana de Santiago,"2711 Andrés Bello, piso 24, oficina 2402, Las Condes, Santiago",0011I00000xraE3QAI,Consulting Firm,Business,CKC Infraestructura Sustentable,0,+5622233 5908,Private Sector,Supplier,,www.ckc.cl
,,Asunción,Paraguay,,,14 De Mayo,0011I00000xraETQAY,Ministry / Secretariat,Government,Ministerio De Relaciones Exteriores De Paraguay,0,,Public Sector,,,
,,Antofagasta,Chile,,Antofagasta,Calle Antonino Toro 1045 - A,0011I00000xraEUQAY,,International Organization / Program,Consulado Honorario de Finlandia Antofagasta,0,56552797920,Public Sector,Other,,https://finlandabroad.fi/web/chl/pagina-principal
,CULTURA,Valparaíso,Chile,,Valparaíso,Plaza Sotomayor 233,0011I00000xraEVQAY,Ministry / Secretariat,Government,"Ministerio de las Culturas, las Artes y el Patrimonio",1,56322326400,Public Sector,Alliance;Other,,https://www.cultura.gob.cl/
,,Las Condes,Chile,,Región Metropolitana de Santiago,"4775 Avenida Apoquindo, oficina 403",0011I00000xraEWQAY,Corporation,Business,South Pacific Logistics S.A.,0,56227074300,Private Sector,,,https://www.splogistics.com
,ORACLE,Huechuraba,Chile,,Región Metropolitana de Santiago,"537 Del Valle, piso 3",0011I00000xraEXQAY,Corporation,Business,Sistemas Oracle de Chile S.A.,0,+5622666 5000,Private Sector,Supplier,,https://www.oracle.com/cl/corporate/contact/
,,Las Condes,Chile,,Región Metropolitana de Santiago,5930 Latadia,0011I00000xraEYQAY,,Diplomatic Representation,Embajada de Panamá,0,56222281687,Public Sector,Other,,https://www.mire.gob.pa/index.php/es/embajada-de-chile
,,Santiago,Chile,,Región Metropolitana de Santiago,"55 Monseñor Nuncio Sótero Sanz de Villalba, oficina 71",0011I00000xraEZQAY,,Diplomatic Representation,Embajada de Turquía,0,56222318952,Public Sector,Other,,http://santiago.emb.mfa.gov.tr/
,,Temuco; Chile,Chile,,La Araucanía,Arturo Prat 650,0011I00000xraEaQAI,Municipal,Government,Municipalidad de Temuco,0,56452973000,Public Sector,Alliance,,https://www.temuco.cl/
,,,Chile,,,,0011I00000xraEbQAI,,,Eli Nessim,0,,,,,
,,Las Condes,Chile,,Región Metropolitana de Santiago,3000 Isidora Goyenechea,0011I00000xraEcQAI,,Diplomatic Representation,Embajada de Nueva Zelanda,0,56226163000,Public Sector,,,www.mfat.govt.nz
,,Las Condes,Chile,,Región Metropolitana de Santiago,"200 Alcántara, oficina 201",0011I00000xraEdQAI,,Diplomatic Representation,Embajada de Finlandia,0,+56 222634917,Public Sector,Donor,,http://www.finlandabroad.fi/Chile
,,Ciudad de México,Mexico,C.P. 06020,,"República de Argentina #28, 
Centro Histórico, Alcaldía Cuahutémoc",0011I00000xraEeQAI,Ministry / Secretariat,Government,Subsecretaría De Educación Media Superior,0,,Public Sector,,,
,UDD,Las Condes,Chile,,Región Metropolitana de Santiago,"680 Avenida Plaza, San Carlos de Apoquindo",0011I00000xraEfQAI,University,Academic Institution,Universidad Del Desarrollo,0,56223279110,Private Sector,Other,,www.udd.cl
,AMUCH,Santiago De Chile,Chile,,,Av. Pedro de Valdivia 0193; of. 91; Providencia,0011I00000xraEgQAI,,Government,Asociación De Municipalidades De Chile,0,56222138746,Public Sector,Alliance,,https://www.amuch.cl/
,UAI,Penalolen,Chile,,Región Metropolitana de Santiago,Diagonal Las Torres 2640,0011I00000xraEhQAI,University,Academic Institution,Universidad Adolfo Ibañez,0,+5622331 1000,Private Sector,Alliance;Other,,https://www.uai.cl/
,,Las Condes,Chile,,Región Metropolitana de Santiago,6191 Los Militares,0011I00000xraEiQAI,,Business,Bnamericas,0,56222318937,Private Sector,,,www.bnamericas.com
,DEP,Santiago,Chile,,Región Metropolitana de Santiago,Av Libertador Bernardo O'Higgins 1449,0011I00000xraEjQAI,State Agency,Government,Dirección de Educación Pública,0,+56 224066000,Public Sector,Alliance,,http://educacionpublica.cl/
,,Lo Prado,Chile,,Región Metropolitana de Santiago,Avenida Libertador Bernardo O'Higgins 1449,0011I00000xraEkQAI,Consulting Firm,Business,Everis Chile,0,+5622421 5300,Private Sector,Supplier,,https://www.everis.com/chile/es/home-chile
,CMF,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Av. Libertador Bernardo O'Higgins 1449,0011I00000xraElQAI,State Agency,Government,Comisión para el Mercado Financiero,0,56226174000,Public Sector,Alliance;Other,,www.cmfchile.cl
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Paseo Ahumada 11,0011I00000xraEmQAI,State Agency,Government,Invest Chile,0,56226639200,Public Sector,Alliance;Executing agency,,https://investchile.gob.cl/
,,Las Condes,Chile,,Región Metropolitana de Santiago,"4700 Avenida Apoquindo, piso 14",0011I00000xraEoQAI,,Foundation,Kodea,0,+5699519 3138,Private Sector,Alliance,,http://www.kodea.org/en/home_en/
,SUBTEL,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Amunátegui #139,0011I00000xraEpQAI,Ministry / Secretariat,Government,Subsecretaría De Telecomunicaciones,0,56225888000,Public Sector,Alliance;Other,,https://www.subtel.gob.cl/
,,Valparaíso; Chile,Chile,,Valparaíso,Av. Pedro Montt sin número,0011I00000xraEqQAI,National,Government,Senado de La República,0,56322504000,Public Sector,Other,,https://www.senado.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Morandé 107,0011I00000xraErQAI,Ministry / Secretariat,Government,Ministerio de Justicia y Derechos Humanos,0,56226743100,Public Sector,Alliance;Other,,http://www.minjusticia.gob.cl/
,,Carahue,Chile,,La Araucanía,"Villagrán 212, Carahue.",0011I00000xraEsQAI,Municipal,Government,Asociación De Municipios Costa Araucanía,0,56998684923,Public Sector,,,http://www.costaaraucania.cl/
,,,Chile,,,,0011I00000xraEtQAI,,,Embajada De Finlandia En Buenos Aires,0,,,,,
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Palacio de la Moneda,0011I00000xraEvQAI,Ministry / Secretariat,Government,Subsecretaria Del Interior,0,56226904000,Public Sector,Executing agency,,http://subinterior.gob.cl/
,SEGPRES,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Moneda 1160 Entrepiso,0011I00000xraEwQAI,Ministry / Secretariat,Government,Ministerio Secretaría General de La Presidencia,1,56226945888,Public Sector,Other;Executing agency,,https://www.minsegpres.gob.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Moneda 1160 Entrepiso,0011I00000xraExQAI,Ministry / Secretariat,Government,Subsecretaria General De La Presidencia,0,56226945888,Public Sector,Other,,www.minsegpres.gob.cl
,SEGEGOB,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Palacio de la Moneda,0011I00000xraEyQAI,Ministry / Secretariat,Government,Ministerio Secretaría General de Gobierno,0,56226904000,Public Sector,Executing agency,,www.msgg.gob.cl
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Palacio de la Moneda,0011I00000xraEzQAI,,Government,Subsecretaria General De Gobierno,0,56226904000,Public Sector,Other,,www.msgg.gob.cl
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Zentano 45; piso 4,0011I00000xraF0QAI,Ministry / Secretariat,Government,Ministerio de Defensa Nacional,0,56229379900,Public Sector,Alliance,,https://www.defensa.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Zentano 45; piso 5,0011I00000xraF1QAI,Ministry / Secretariat,Government,Subsecretaria De Defensa,0,56229379900,Public Sector,,,http://www.ssdefensa.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Catedral 1575,0011I00000xraF3QAI,Ministry / Secretariat,Government,Subsecretaría de Servicios Sociales,0,56226751400,Public Sector,Alliance,,http://www.desarrollosocialyfamilia.gob.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Morandé 107,0011I00000xraF5QAI,Ministry / Secretariat,Government,Subsecretaria De Justicia,0,56226743100,Public Sector,Alliance;Executing agency,,http://www.minjusticia.gob.cl/
,MINREL,Santiago,Chile,,Región Metropolitana de Santiago,Teatinos 180,0011I00000xraF6QAI,Ministry / Secretariat,Government,Ministerio de Relaciones Exteriores,0,56228274200,Public Sector,Alliance;Executing agency,,https://minrel.gob.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Teatinos 180,0011I00000xraF7QAI,Ministry / Secretariat,Government,Subsecretaria se Relaciones Exteriores,0,56228274200,Public Sector,Alliance,,www.minrel.gob.cl
,,Santiago,Chile,,Región Metropolitana de Santiago,"Amunátegui 232; piso 15, 16 y 17",0011I00000xraF8QAI,Ministry / Secretariat,Government,Ministerio de Minería,1,56224733000,Public Sector,Alliance,,http://www.minmineria.gob.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Amunátegui 232; piso 15; 16 y 17,0011I00000xraF9QAI,Ministry / Secretariat,Government,Subsecretaria de Minería,0,56224733000,Public Sector,Alliance,,ww.minmineria.gob.cl
,MINEDUC,Santiago,Chile,,Región Metropolitana de Santiago,Avenida Libertador Bernardo O'Higgins 1371,0011I00000xraFBQAY,Ministry / Secretariat,Government,Subsecretaría de Educación,0,56224066000,Public Sector,Alliance;Executing agency,,www.mineduc.cl
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Av.Libertador Bernardo O'Higgins 720,0011I00000xraFCQAY,Ministry / Secretariat,Government,Ministerio de Bienes Nacionales,0,56229375100,Public Sector,Executing agency,,http://www.bienesnacionales.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Av.Libertador Bernardo O'Higgins 720,0011I00000xraFDQAY,Ministry / Secretariat,Government,Subsecretaria De Bienes Nacionales,0,56229375100,Public Sector,,,www.bienesnacionales.cl
,,Santiago,Chile,,Región Metropolitana de Santiago,Catedral 1401; piso 3,0011I00000xraFEQAY,Ministry / Secretariat,Government,Ministerio de la Mujer y la Equidad de Género,0,56225196400,Public Sector,Alliance;Executing agency,,https://www.minmujeryeg.gob.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,"Catedral 1401, piso 3",0011I00000xraFFQAY,Ministry / Secretariat,Government,Subsecretaría de la Mujer y la Equidad de Género,0,56225196400,Public Sector,Alliance,,www.minmujeryeg.gob.cl
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Fidel Oteíza 1956; piso 3; Providencia,0011I00000xraFGQAY,Ministry / Secretariat,Government,Ministerio del Deporte,0,56227540200,Public Sector,,,http://www.mindep.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Fidel Oteíza 1956; piso 3; Providencia,0011I00000xraFHQAY,Ministry / Secretariat,Government,Subsecretaria Del Deporte,0,56227540200,Public Sector,,,http://www.mindep.cl/quienes-somos/subsecretaria-del-deporte/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Amunátegui 139,0011I00000xraFIQAY,,Government,Subsecretaria De Transportes,0,56224213000,Public Sector,Alliance;Other,,http://www.subtrans.gob.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Teatinos 40,0011I00000xraFJQAY,Ministry / Secretariat,Government,Ministerio de Agricultura,0,56223935000,Public Sector,Alliance;Executing agency,,https://www.minagri.gob.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Teatinos 40,0011I00000xraFKQAY,Ministry / Secretariat,Government,Subsecretaria de Agricultura,0,56223935000,Public Sector,,,www.minagri.gob.cl
,,Santiago,Chile,,Región Metropolitana de Santiago,Morande 59; piso 6,0011I00000xraFLQAY,Ministry / Secretariat,Government,Subsecretaría De Obras Públicas,0,56224494000,Public Sector,Alliance,,www.mop.cl
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Morande 59,0011I00000xraFMQAY,State Agency,Government,Dirección General de Obras Públicas,0,56224494000,Public Sector,Other,,www.mop.cl
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Huérfanos 1273,0011I00000xraFOQAY,Ministry / Secretariat,Government,Subsecretaría del Trabajo,0,56227530401,Public Sector,Alliance,,http://www.subtrab.trabajo.gob.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Av. Libertador Bernardo O'Higgins 1449; Piso 13 y 14,0011I00000xraFPQAY,Ministry / Secretariat,Government,Subsecretaria De Energía,0,56223656800,Public Sector,Alliance,,http://energia.gob.cl/
,,Valparaíso; Chile,Chile,,Región Metropolitana de Santiago,Plaza Sotomayor 233,0011I00000xraFSQAY,National,Government,Subsecretaría de las Culturas y las Artes,0,56322326400,Public Sector,Borrower,,No tiene
,MINSAL,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Mac Iver 541,0011I00000xraFTQAY,Ministry / Secretariat,Government,Ministerio de Salud,0,56225740100,Public Sector,Other;Executing agency,,https://www.minsal.cl/
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Mac Iver 541,0011I00000xraFUQAY,Ministry / Secretariat,Government,Subsecretaria de Salud Pública,0,56225740100,Public Sector,Alliance,,www.minsal.cl
,MINVU,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Av Libertador Bernardo O'Higgins 924,0011I00000xraFVQAY,Ministry / Secretariat,Government,Ministerio de Vivienda y Urbanismo,0,56223512000,Public Sector,Alliance;Executing agency,,www.minvu.cl
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Av Libertador Bernardo O'Higgins 924,0011I00000xraFWQAY,Ministry / Secretariat,Government,Subsecretaria de La Vivienda y Urbanismo,0,56223512000,Public Sector,Alliance,,www.minvu.cl
,economiasubse,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Av. Libertador Bernardo O'Higgins 1449; piso 10; 11 y 12,0011I00000xraFYQAY,Ministry / Secretariat,Government,Subsecretaría de Economía y Empresas de Menor Tamaño,0,56224733400,Public Sector,Executing agency,,https://www.economia.gob.cl/subsecretarias/economia
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,San Martín 73,0011I00000xraFaQAI,Ministry / Secretariat,Government,Subsecretaria Del Medio Ambiente,0,56225735800,Public Sector,Alliance,,www.mma.gob.cl
,,Bilbao,Spain,48001,,"Paseo Uribitarte 3, 3ª planta (Edificio BBF)",0011I00000xraFbQAI,Business Association/Chamber,Business,Eraikune,0,34944810304,Private Sector,Other,,www.eraikune.com
,Tecnalia,"Derio, Viscaya",Spain,E-48160,,"Astondo Bidea, Edificio 700.",0011I00000xraFcQAI,Corporation,Business,Corporación Tecnalia,0,3.4949E+12,Private Sector,Other,,www.tecnalia.com
,,Las Condes,Chile,,Región Metropolitana de Santiago,"3669 Avenida Apoquindo, oficina 802",0011I00000xraFdQAI,National,Government,Gobierno Vasco,0,56222063464,Public Sector,,,www.euskadi.eus/gobierno-vasco/inicio
,AMCHAM,Las Condes,Chile,,Región Metropolitana de Santiago,"5735 Avenida Presidente Kennedy, oficina 201,  Torre Poniente",0011I00000xraFeQAI,Business Association/Chamber,Business,Cámara Chilena Norteamericana de Comercio,0,56222909700,Private Sector,Other,,https://www.amchamchile.cl/
,,Las Condes,Chile,,Región Metropolitana de Santiago,"2730 Avenida Costanera Sur, piso 16, Río Mapocho, Parque Titanium",0011I00000xraFfQAI,Corporation,Business,Google Chile,0,5.62224E+11,Private Sector,Other,,www.google.cl
,,Santiago,Chile,,Región Metropolitana de Santiago,"188 Santa Lucía, piso 7",0011I00000xraFgQAI,,Civil Society / NGO,Espacio Público,0,56223334502,Private Sector,Alliance,,www.espaciopublico.cl
,FAO,Vitacura,Chile,,Región Metropolitana de Santiago,Dag Hammarskjold,0011I00000xraFhQAI,,International Organization / Program,Food and Agriculture Organization,0,56229232151,Public Sector,Other,,www.fao.org/chile/es
,,Seattle,United States,98109-5210,Washington,"410 Terry Ave. North, Seattle, WA",0011I00000xraFiQAI,,Business,Amazon,0,,Private Sector,,,www.amazon.com
,UAI,Peñalolén,Chile,,Región Metropolitana de Santiago,2640 Diagonal Las Torres,0011I00000xraFjQAI,University,Academic Institution,Escuela de Gobierno Universidad Adolfo Ibañez,0,+5622331 1000,Private Sector,Other,,https://gobierno.uai.cl/
,Tidy,Santiago,Chile,,Región Metropolitana de Santiago,"156 Merced, piso 4",0011I00000xraFkQAI,Family Office,Business,Albert Tidy Arquitectos,0,56226325947,Private Sector,Other,,www.tidy.cl
,OCDE,Washington DC,United States,20006,District of Columbia,"1776 I St NW #450,",0011I00000xraFlQAI,,International Organization / Program,Organisation for Economic Co-operation and Development,0,12027856323,Public Sector,Other,,www.oecd.org
,,Santiago De Chile,Chile,,Región Metropolitana de Santiago,Palacio de la Moneda,0011I00000xraFmQAI,National,Government,Gabinete Primera Dama,0,56226904000,Public Sector,Other,,https://www.primeradama.gob.cl/
,OIT,Vitacura,Chile,,Región Metropolitana de Santiago,Dag Hammarskjold 3177,0011I00000xraFnQAI,,International Organization / Program,Organización Internacional del Trabajo.,0,5617080,Public Sector,Alliance;Other,,www.ilo.org/santiago
,,Providencia,Chile,,Región Metropolitana de Santiago,"Santa Beatriz 170, oficina 1102",0011I00000xraFoQAI,Consulting Firm,Business,Geoadaptive,0,56992334237,Private Sector,Other,,www.http://geoadaptive.com/careers/equipochile/
,,Las Condes,Chile,,Región Metropolitana de Santiago,218 Félix de Amesti,0011I00000xraFpQAI,Consulting Firm,Business,Idemax,0,56226594010,Private Sector,Other,,https://idemax.com/servicios
,,,Chile,,,,0011I00000xraFqQAI,,,La Compañía Biofore,0,,,,,
,,Pedro Aguirre Cerda,Chile,,Región Metropolitana de Santiago,851 Beaucheff,0011I00000xraFrQAI,University,Academic Institution,Ingenieria Industrial,0,56229784827,Public Sector,,,http://www.dii.uchile.cl/
,IICA,Providencia,Chile,,Región Metropolitana de Santiago,Rancagua 0320,0011I00000xraFsQAI,,International Organization / Program,Instituto Interamericano de Cooperación para la Agricultura,0,56222252511,Public Sector,Other,,http://iica.int/es
,FEN,Santiago,Chile,,Región Metropolitana de Santiago,257 Diagonal Paraguay,0011I00000xraFuQAI,University,Academic Institution,Facultad Economía y Negocios Universidad de Chile,0,56229783985,Public Sector,Other,,http://www.fen.uchile.cl/es
,CV,San José,Costa Rica,,San José,Sabana Norte,0011I00000xs318QAA,,,Carao Ventures,0,,,,,http://www.caraov.com/
,NPF,Santo Domingo,Dominican Republic,10149,Distrito Nacional (Santo Domingo),"C/ Guarocuya #117 Roaldi Plaza, local 505",0011I00000xs3UUQAY,,,Nature Power Foundation,1,(809) 770-2477,,,,https://naturepowerdr.org/
,,Bogotá,Colombia,,Cundinamarca,Carrera 15A Bid No 45-65,0011I00000xs5AuQAI,,,Hinicio,0,,,,,www.hinicio.com
,APACOOP R.L.,León Cortés,Costa Rica,,San José,Santa Cruz,0011I00000xs5OeQAI,,,Cooperativa de Productores Agrícolas y de Servicios Múltiples de la Zona de los Santos,0,+506 25441680,,,,www.apacoop.com
,ASEMBIS,Goicoechea,Costa Rica,,San José,Purral de Guadalupe,0011I00000xs5jtQAA,,,Asociación de Servicios Médicos para el Bien Social,0,,,,,www.asembis.org
,CRUSA,Escazú,Costa Rica,,San José,"Edificio Meridiano, Guachipelín",0011I00000xs5taQAA,,,Fundación Costa Rica Estados Unidos para la Cooperación,0,,,,,www.crusa.cr
,HIVOS,Den Haag,Netherlands,,,"Raamweg 16	Postbus 85565",0011I00000xsnwwQAA,,,Instituto Humanista De Cooperación Para El Desarrollo,0,,,,,www.hivos.nl
,,Gaithersburg,United States,,Maryland,Lindenhouse Area,0011I00000y70v3QAA,,,Global Alliance for Entrepreneurship and Business Development,0,,,,,http://globalaebd.org
