ACRNM__C,ABBREVIATION__C,BILLINGCITY,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,BILLINGSTREET,,CREATEDBYID,CREATEDDATE,DESCRIPTION,INSTITUTION_SUB_TYPE__C,INSTITUTION_TYPE__C,LASTMODIFIEDBYID,LASTMODIFIEDDATE,NAME,OPPORTUNITIES__C,PHONE,PUBLIC_PRIVATE_SECTOR__C,RELATIONSHIP_WITH_THE_BANK__C,TYPE,WEBSITE
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONAVI,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONEVAL CONSEJO NACIONAL DE EVALUACION DE LA POLITICA DE DESARROLLO SOCIAL,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONFEDERACION NACIONAL DE ONG'S DE DERECHOS HUMANOS Y DESARROLLO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONFIO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONGREGACION MARIANA TRINITARIA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONSEJO CIUDADANO AUTONOMO POR LA EDUCACION,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONSEJO CIUDADANO DE SEGURIDAD PUBLICA Y PROCURACION DE JUSTICIA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONSEJO NACIONAL DE NORMALIZACION Y CERTIFICACION DE COMPETENCIAS LABORALES CONOCER,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONSTRUYENDO COMUNIDADES INTEGRALES AC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONSTRUYENDO DESTINOS AC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONSTRUYENDO ESPERANZAS,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CONTRALORIA CIUDADANA PARA LA RENDICION DE CUENTAS AC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:57.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CORPORATIVA DE FUNDACIONES CF,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,CRECIMIENTO COMUNITARIO DE EMPLEO REGIONAL,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,DE LA CALLE MADRAZO MANCERA SC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,DIRECCION DEL REGISTRO DEL ESTADO FAMILIAR HIDALGO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ECONOMIA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,EDUCA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,EDUCADORES SIN FRONTERAS,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,EL PODER DEL CONSUMIDOR,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,EL POZO DE VIDA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,EMA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,EMPRESARIO ACTIVISTA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ENERGIA RENOVABLE ERES ILUMEXICO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ENLACES CON TU ENTORNO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ENSENA POR MEXICO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,EQUIDAD,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,EQUIS,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ESPACIO MUJERES PARA UNA VIDA DIGNA LIBRE DE VIOLENCIA AC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ESPOLEA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FIRA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FMCN,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FND,0,,,,,
,FND,Ciudad de México,Mexico,2410,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,"Financiera Nacional de Desarrollo Agropecuario, Forestal y Pesquero FND",0,,Public Sector,Borrower,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Academic Institution,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FOMENTO ECONOMICO MEXICANO FEMSA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FONDO PARA LA PAZ,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION AYU,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION CASA ALIANZA EDO DE MEXICO IAP,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION DEL EMPRESARIADO CHIHUAHUENSE,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION DEL EMPRESARIADO YUCATECO A C FEYAC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION DESARROLLO SUSTENTABLE,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION EMPRESARIOS POR LA EDUCACION BASICA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION EN MOVIMIENTO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION GRUPO MEXICO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION IDEA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION JUCONI,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION LA PLANTA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION MERCED,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION MEXICANA DE REINTEGRACION SOCIAL REINTEGRA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION MEXICANA PARA LA PLANEACION FAMILIAR AC MEXFAM,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION MIDETE AC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION PROEMPLEO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION RAFAEL DONDE IAP,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION TALENTO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDACION WK KELLOGG,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDAR,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,FUNDES,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,GALAZ YAMAZAKI RUIZ URQUIZA SC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,GENDES AC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,GENTERA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,GOBIERNO DE COAHUILA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,GOBIERNO DE COLIMA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,GUANAJUATO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,HABITAT PARA LA HUMANIDAD,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,HERMOSILLO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ICLEI,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,IDEAZ,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,IMAGINA MEXICO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,IMCOEZUZA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,IMPETU CENTRO DE ESTUDIOS ASOCIACION CIVIL,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INAPESCA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INDEMUN,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INECC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INICIATIVA CIUDADANA Y DESARROLLO SOCIAL INCIDE SOCIAL,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INICIATIVA SALUD MESOAMERICA UNIDAD COORDINADORA DEL PROYECTO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INSTITUTO DE INVESTIGACIONES EN EDUCACION DE LA UNIVERSIDAD VERACRUZANA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INSTITUTO MEXICANO DE ANALISIS TRANSACCIONAL AC IMAT,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INSTITUTO MEXICANO DE TECNOLOGIA DEL AGUA IMTA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INSTITUTO MEXICANO PARA LA INVESTIGACION IMIFAP,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INSTITUTO MORA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INSTITUTO ROADS MAKER PARA EL DESARROLLO EMPRENDEDOR,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INSYDE,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,INTEGRA Y TRANSFORMA MEXICO INTRA MX,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:47:59.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ITDP,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,STPS DIRECCION GENERAL DE INVESTIGACION Y ESTADISTICAS DEL TRABAJO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,STPS DIRECCION GENERAL DE PRODUCTIVIDAD LABORAL,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,STPS DIRECCION GENERAL DE PROGRAMACION Y PRESUPUESTO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,STPS UNIDAD DE ASUNTOS INTERNACIONALES,0,,,,,
,,Ciudad de México,Mexico,0,,Falta,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,SUBSECRETARIA DE EGRESOS,0,,Public Sector,,,
,,Ciudad de México,Mexico,0,,Falta,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,SUBSECRETARIA DE INGRESOS,0,,Public Sector,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,SUSTENTA CIUDADANIA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,TE CREEMOS,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,TELAR SOCIAL,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,THE BEHAVIOURAL INSIGHTS TEAM,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,TRAMPOLIN CULTURAL,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,TRANSFO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,TRANSICION CENTRO DE DESARROLLO HUMANO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,TRANSPARENCIA MEXICANA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,ULSA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,UNION DE PUEBLOS EJIDALES,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,UPAEP,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,USMEXICO FOUNDATION,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Academic Institution,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,VALORA CONSULTORIA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,VER BIEN PARA APRENDER MEJOR,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,VEREDAS CAMINOS ALTERNATIVOS DE EDUCACION AMBIENTAL AC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,VIA EDUCACION,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,VOLAREMOS JUNSTOS YARITZI,0,,,,,
,,Washington,United States,20004-3027,District of Columbia,"Ronald Reagan Building and International Trade Center
One Woodrow Wilson Plaza
1300 Pennsylvania Ave. NW",,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,"The Wilson Center, chartered by Congress as the living memorial to President Woodrow Wilson, is the US key non-partisan policy forum. In tackling global issues through independent research and open dialogue, the Center informs actionable ideas for Congress, the administration, and the broader policy community.",Research Center,Academic Institution,0051I000004QJ2KQAW,2019-06-14T19:47:33.000Z,Wilson Center,0,202-691-4000,Private Sector,,,https://www.wilsoncenter.org/
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:01.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,YO PROPONGO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:11.000Z,ITESM,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:11.000Z,ITESM CCM,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:11.000Z,JOVENES CONSTRUCTORES DE LA COMUNIDAD AC,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:11.000Z,JOVENES TRABAJANDO,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:11.000Z,JUNTA LOCAL DE CONCILIACION Y ARBITRAJE DEL DF,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:11.000Z,LABORATORIO PARA LA CDMX,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Government,0051I000004QJ2KQAW,2019-07-11T20:25:11.000Z,LA PAZ,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:11.000Z,LAUREATE,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Civil Society / NGO,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,MAJOCCA,0,,,,,
,,,Mexico,,,,,0051I0000047rzNQAQ,2019-05-20T19:48:06.000Z,,,Business,0051I000004QJ2KQAW,2019-07-11T20:25:09.000Z,MANPOWER MECA,0,,,,,
